,index,Year,Name,CategoryName,SubCategoryName,ServicesIndex,AppliestoAllIndex,ResidentIndex,PaymentOutwardsIndex,ExchangeRateMeasuresIndex,NonResidentIndex,PaymentInwardsIndex,FinancialSectorIndex,CapitalAccountIndex,TradeInwardsIndex,TradeOutwardsIndex,GoodsIndex,ddExchangeRateMeasures,ddServices,ddGoods,ddFinancialSector,ddCapitalAccount,ddAppliestoAll,ddResident,ddNonResident,ddPaymentInwards,ddPaymentOutwards,ddTradeInwards,ddTradeOutwards,TotWeight,TotalIndex,ECLI
78,78,2013,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT LICENSING REQUIREMENTS,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,32.32,0.0,0.0,0.0,96.96000000000001,6.0,6.188118811881187
79,79,2013,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT TAXES ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
80,80,2013,Angola,EXPORTS AND EXPORT PROCEEDS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
81,81,2013,Angola,EXPORTS AND EXPORT PROCEEDS,OTHER EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.3,12.5
82,82,2013,Angola,EXPORTS AND EXPORT PROCEEDS,REPATRIATION REQUIREMENTS,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.64,0.0,0.0,0.0,64.64,0.0,64.64,0.0,0.0,0.0,193.92000000000002,6.0,3.0940594059405937
83,83,2013,Angola,GOLD (COINS AND/OR BULLION),GOLD (COINS AND/OR BULLION),0.0,0.0,1.32,0.0,0.0,0.0,2.92,0.0,0.0,0.0,1.32,1.32,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,28.240000000000002,0.0,0.0,24.0,100.24000000000001,6.880000000000001,6.863527533918595
84,84,2013,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,DOCUMENTATION REQUIREMENTS,0.0,0.0,3.48,3.48,0.0,0.0,2.37,0.0,0.0,0.0,0.0,3.48,0.0,0.0,20.48,0.0,0.0,0.0,20.48,0.0,17.36,20.48,0.0,0.0,78.8,12.81,16.256345177664976
85,85,2013,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,6.970000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.480000000000004,0.0,0.0,0.0,56.480000000000004,6.970000000000001,12.340651558073654
86,86,2013,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,IMPORT LICENSING REQUIREMENTS,0.0,0.0,2.96,0.0,0.0,0.0,0.74,0.0,0.0,2.96,0.0,2.96,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,8.08,0.0,32.32,0.0,105.03999999999999,9.620000000000001,9.15841584158416
87,87,2013,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,OTHER IMPORTS,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.5,0.0,3.76,3.76,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,23.919999999999998,2.7,11.287625418060204
88,88,2013,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,CURRENT TRANSFERS,7.4,0.0,7.4,0.0,0.0,0.0,2.48,0.0,0.0,0.0,7.4,2.48,0.0,20.32,20.32,0.0,0.0,0.0,60.8,0.0,20.32,0.0,0.0,60.8,182.56,27.16,14.877300613496933
89,89,2013,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,INCOME,10.0,0.0,11.0,11.0,0.0,0.0,2.75,0.0,1.0,0.0,0.0,2.75,0.0,20.0,22.0,0.0,8.0,0.0,88.0,0.0,22.0,88.0,0.0,0.0,248.0,38.5,15.524193548387096
90,90,2013,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,OTHER SERVICES,1.0,0.0,1.0,1.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,2.52,0.0,20.16,20.16,0.0,0.0,0.0,8.0,0.0,20.16,8.0,0.0,0.0,76.48,8.04,10.51255230125523
91,91,2013,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,TRAVEL,11.15,2.3,13.5,7.45,0.0,1.15,10.57,0.0,0.0,0.0,2.3,10.83,0.0,56.72,75.28,0.0,0.0,8.0,98.4,4.0,73.28,60.8,0.0,8.0,384.48,59.24999999999999,15.41042446941323
92,92,2014,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,BANKING SUPERVISION REQUIREMENTS (PRUDENTIAL MEASU,0.0,2.59,2.59,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,2.37,0.0,0.0,16.16,0.0,0.0,21.28,21.28,0.0,21.28,0.0,0.0,0.0,80.0,10.14,12.675
93,93,2014,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,CAPITAL TRANSACTIONS,3.0,0.0,7.69,14.879999999999999,0.0,9.92,4.96,0.0,11.879999999999999,0.0,0.0,5.95,0.0,8.0,48.4,0.0,96.96000000000001,0.0,62.48,80.64,40.32,120.96000000000001,0.0,0.0,457.76,58.28,12.731562390772458
94,94,2014,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,COMMERCIAL BANKS AND OTHER CREDIT INSTITUTIONS,0.0,0.0,16.56,3.3200000000000003,0.0,0.0,14.07,16.56,0.0,0.0,0.0,4.97,0.0,0.0,28.48,90.88,0.0,0.0,90.88,0.0,73.6,23.04,0.0,0.0,306.88000000000005,55.480000000000004,18.078727841501564
95,95,2014,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL INWARD,0.0,4.0,6.4799999999999995,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.97,0.0,0.0,39.28,0.0,0.0,32.64,51.599999999999994,0.0,36.72,0.0,0.0,0.0,160.24,19.95,12.450074887668496
96,96,2014,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OTHER,0.0,0.0,3.96,0.0,0.0,0.0,7.43,0.0,3.96,0.0,0.0,6.95,0.0,40.72,56.88,0.0,32.32,0.0,32.32,0.0,60.72,0.0,0.0,0.0,222.95999999999998,22.3,10.00179404377467
97,97,2014,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OUTWARD,3.2,5.96,44.34,42.36,0.0,9.92,25.39,0.0,33.2,0.0,0.0,28.37,0.0,14.8,236.56,0.0,291.04,48.64,382.72,80.96000000000001,212.24,366.56,0.0,0.0,1633.52,192.74,11.799059699299672
98,98,2014,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,INSTITUTIONAL INVESTORS (PENSION FUNDS AND INSURAN,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,9.120000000000001,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,12.16,2.0,16.447368421052634
99,99,2014,Angola,EXCHANGE RATE MEASURES AND ARRANGEMENTS,EXCHANGE RATE REGIME,0.0,0.0,0.06,0.0,0.24,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,1.92,0.42,21.875
100,100,2014,Angola,EXPORTS AND EXPORT PROCEEDS,DOCUMENTATION REQUIREMENTS,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.32,0.0,0.0,0.0,16.32,0.0,16.32,0.0,0.0,0.0,48.96,6.0,12.254901960784313
101,101,2014,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT LICENSING REQUIREMENTS,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,32.32,0.0,0.0,0.0,96.96000000000001,6.0,6.188118811881187
102,102,2014,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT TAXES ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103,103,2014,Angola,EXPORTS AND EXPORT PROCEEDS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
104,104,2014,Angola,EXPORTS AND EXPORT PROCEEDS,OTHER EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.3,12.5
105,105,2014,Angola,EXPORTS AND EXPORT PROCEEDS,REPATRIATION REQUIREMENTS,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.64,0.0,0.0,0.0,64.64,0.0,64.64,0.0,0.0,0.0,193.92000000000002,6.0,3.0940594059405937
106,106,2014,Angola,GOLD (COINS AND/OR BULLION),GOLD (COINS AND/OR BULLION),0.0,0.0,1.32,0.0,0.0,0.0,2.92,0.0,0.0,0.0,1.32,1.32,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,28.240000000000002,0.0,0.0,24.0,100.24000000000001,6.880000000000001,6.863527533918595
107,107,2014,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,DOCUMENTATION REQUIREMENTS,0.0,0.0,3.48,3.48,0.0,0.0,2.37,0.0,0.0,0.0,0.0,3.48,0.0,0.0,20.48,0.0,0.0,0.0,20.48,0.0,17.36,20.48,0.0,0.0,78.8,12.81,16.256345177664976
108,108,2014,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.480000000000004,0.0,0.0,0.0,56.480000000000004,6.97,12.340651558073654
109,109,2014,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,IMPORT LICENSING REQUIREMENTS,0.0,0.0,2.96,0.0,0.0,0.0,0.74,0.0,0.0,2.96,0.0,2.96,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,8.08,0.0,32.32,0.0,105.03999999999999,9.620000000000001,9.15841584158416
110,110,2014,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,OTHER IMPORTS,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.5,0.0,3.7600000000000002,3.7600000000000002,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,23.919999999999998,2.7,11.287625418060204
111,111,2014,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,CURRENT TRANSFERS,7.4,0.0,7.4,0.0,0.0,0.0,2.48,0.0,0.0,0.0,7.4,2.48,0.0,20.32,20.32,0.0,0.0,0.0,60.8,0.0,20.32,0.0,0.0,60.8,182.56,27.16,14.877300613496933
112,112,2014,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,INCOME,10.0,0.0,11.0,11.0,0.0,0.0,2.75,0.0,1.0,0.0,0.0,2.75,0.0,20.0,22.0,0.0,8.0,0.0,88.0,0.0,22.0,88.0,0.0,0.0,248.0,38.5,15.524193548387096
113,113,2014,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,OTHER SERVICES,1.0,0.0,1.0,1.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,2.52,0.0,20.16,20.16,0.0,0.0,0.0,8.0,0.0,20.16,8.0,0.0,0.0,76.48,8.04,10.51255230125523
114,114,2014,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,TRAVEL,11.15,2.3,13.5,7.45,0.0,1.15,10.57,0.0,0.0,0.0,2.3,10.83,0.0,56.72,75.28,0.0,0.0,8.0,98.4,4.0,73.28,60.8,0.0,8.0,384.48,59.24999999999999,15.41042446941323
115,115,2015,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,BANKING SUPERVISION REQUIREMENTS (PRUDENTIAL MEASU,0.0,2.59,2.59,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,2.37,0.0,0.0,16.16,0.0,0.0,21.28,21.28,0.0,21.28,0.0,0.0,0.0,80.0,10.14,12.675
116,116,2015,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,CAPITAL TRANSACTIONS,3.0,0.0,7.6899999999999995,14.879999999999999,0.0,9.92,4.96,0.0,11.879999999999999,0.0,0.0,5.95,0.0,8.0,48.4,0.0,96.96000000000001,0.0,62.48,80.64,40.32,120.96000000000001,0.0,0.0,457.76,58.28,12.731562390772458
117,117,2015,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,COMMERCIAL BANKS AND OTHER CREDIT INSTITUTIONS,0.0,0.0,16.56,3.3200000000000003,0.0,0.0,14.07,16.56,0.0,0.0,0.0,4.97,0.0,0.0,28.48,90.88,0.0,0.0,90.88,0.0,73.6,23.04,0.0,0.0,306.88000000000005,55.480000000000004,18.078727841501564
118,118,2015,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL INWARD,0.0,4.0,6.48,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.97,0.0,0.0,39.28,0.0,0.0,32.64,51.6,0.0,36.72,0.0,0.0,0.0,160.24,19.95,12.450074887668496
119,119,2015,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OTHER,0.0,0.0,3.96,0.0,0.0,0.0,7.43,0.0,3.96,0.0,0.0,6.95,0.0,40.72,56.88,0.0,32.32,0.0,32.32,0.0,60.72,0.0,0.0,0.0,222.95999999999998,22.3,10.00179404377467
120,120,2015,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OUTWARD,3.2,5.96,44.339999999999996,42.36,0.0,9.92,25.39,0.0,33.2,0.0,0.0,28.37,0.0,14.8,236.56,0.0,291.04,48.64,382.72,80.96000000000001,212.24,366.56,0.0,0.0,1633.52,192.74,11.799059699299672
121,121,2015,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,INSTITUTIONAL INVESTORS (PENSION FUNDS AND INSURAN,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,9.120000000000001,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,12.16,2.0,16.447368421052634
122,122,2015,Angola,EXCHANGE RATE MEASURES AND ARRANGEMENTS,EXCHANGE RATE REGIME,0.0,0.0,0.06,0.0,0.24,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,1.92,0.42,21.875
123,123,2015,Angola,EXPORTS AND EXPORT PROCEEDS,DOCUMENTATION REQUIREMENTS,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.32,0.0,0.0,0.0,16.32,0.0,16.32,0.0,0.0,0.0,48.96,6.0,12.254901960784313
124,124,2015,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT LICENSING REQUIREMENTS,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,32.32,0.0,0.0,0.0,96.96000000000001,6.0,6.188118811881187
125,125,2015,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT TAXES ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
126,126,2015,Angola,EXPORTS AND EXPORT PROCEEDS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
127,127,2015,Angola,EXPORTS AND EXPORT PROCEEDS,OTHER EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.3,12.5
128,128,2015,Angola,EXPORTS AND EXPORT PROCEEDS,REPATRIATION REQUIREMENTS,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.64,0.0,0.0,0.0,64.64,0.0,64.64,0.0,0.0,0.0,193.92000000000002,6.0,3.0940594059405937
129,129,2015,Angola,GOLD (COINS AND/OR BULLION),GOLD (COINS AND/OR BULLION),0.0,0.0,1.32,0.0,0.0,0.0,2.92,0.0,0.0,0.0,1.32,1.32,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,28.240000000000002,0.0,0.0,24.0,100.24000000000001,6.880000000000001,6.863527533918595
130,130,2015,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,DOCUMENTATION REQUIREMENTS,0.0,0.0,3.48,3.48,0.0,0.0,2.37,0.0,0.0,0.0,0.0,3.48,0.0,0.0,20.48,0.0,0.0,0.0,20.48,0.0,17.36,20.48,0.0,0.0,78.8,12.81,16.256345177664976
131,131,2015,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.480000000000004,0.0,0.0,0.0,56.480000000000004,6.97,12.340651558073654
132,132,2015,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,IMPORT LICENSING REQUIREMENTS,0.0,0.0,2.96,0.0,0.0,0.0,0.74,0.0,0.0,2.96,0.0,2.96,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,8.08,0.0,32.32,0.0,105.03999999999999,9.620000000000001,9.15841584158416
133,133,2015,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,OTHER IMPORTS,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.5,0.0,3.76,3.76,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,23.919999999999998,2.7,11.287625418060204
134,134,2015,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,CURRENT TRANSFERS,7.4,0.0,7.4,0.0,0.0,0.0,2.48,0.0,0.0,0.0,7.4,2.48,0.0,20.32,20.32,0.0,0.0,0.0,60.8,0.0,20.32,0.0,0.0,60.8,182.56,27.16,14.877300613496933
135,135,2015,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,INCOME,10.0,0.0,11.0,11.0,0.0,0.0,2.75,0.0,1.0,0.0,0.0,2.75,0.0,20.0,22.0,0.0,8.0,0.0,88.0,0.0,22.0,88.0,0.0,0.0,248.0,38.5,15.524193548387096
136,136,2015,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,OTHER SERVICES,1.0,0.0,1.0,1.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,2.52,0.0,20.16,20.16,0.0,0.0,0.0,8.0,0.0,20.16,8.0,0.0,0.0,76.48,8.04,10.51255230125523
137,137,2015,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,TRAVEL,11.15,2.3,13.5,7.45,0.0,1.15,10.57,0.0,0.0,0.0,2.3,10.83,0.0,56.72,75.28,0.0,0.0,8.0,98.39999999999999,4.0,73.28,60.8,0.0,8.0,384.47999999999996,59.24999999999999,15.410424469413234
138,138,2016,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,BANKING SUPERVISION REQUIREMENTS (PRUDENTIAL MEASU,0.0,2.66,2.66,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.42,0.0,0.0,16.16,0.0,0.0,21.28,21.28,0.0,21.28,0.0,0.0,0.0,80.0,10.4,13.0
139,139,2016,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,CAPITAL TRANSACTIONS,0.0,0.0,2.79,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,6.1,0.0,8.0,48.4,0.0,0.0,0.0,22.16,0.0,40.32,0.0,0.0,0.0,118.88,13.969999999999999,11.751345895020188
140,140,2016,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,COMMERCIAL BANKS AND OTHER CREDIT INSTITUTIONS,0.0,0.0,12.88,1.36,0.0,0.0,12.370000000000001,12.88,0.0,0.0,0.0,5.09,0.0,0.0,28.48,66.56,0.0,0.0,66.56,0.0,61.440000000000005,10.88,0.0,0.0,233.92000000000002,44.58,19.0577975376197
141,141,2016,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL INWARD,0.0,4.08,6.17,0.0,0.0,1.92,6.51,0.0,1.92,0.0,0.0,4.64,0.0,0.0,39.28,0.0,17.6,32.64,51.6,17.6,54.32,0.0,0.0,0.0,213.04,25.240000000000002,11.84754036800601
142,142,2016,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OTHER,0.0,0.0,3.04,0.0,0.0,0.0,6.6,0.0,3.04,0.0,0.0,6.87,0.0,40.72,56.88,0.0,32.32,0.0,32.32,0.0,60.72,0.0,0.0,0.0,222.95999999999998,19.55,8.76838894869035
143,143,2016,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,FINANCIAL OUTWARD,3.2,6.12,34.519999999999996,32.48,0.0,0.0,25.97,0.0,23.16,0.0,0.0,29.03,0.0,14.8,236.56,0.0,207.04,48.64,298.72,0.0,212.24,282.56,0.0,0.0,1300.56,154.48,11.877960263271206
144,144,2016,Angola,CAPITAL AND FINANCIAL ACCOUNT TRANSACTIONS,INSTITUTIONAL INVESTORS (PENSION FUNDS AND INSURAN,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,1.53,0.0,0.0,9.120000000000001,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,12.16,2.04,16.776315789473685
145,145,2016,Angola,EXCHANGE RATE MEASURES AND ARRANGEMENTS,EXCHANGE RATE REGIME,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,1.92,0.78,40.62500000000001
146,146,2016,Angola,EXPORTS AND EXPORT PROCEEDS,DOCUMENTATION REQUIREMENTS,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,18.4,0.0,0.0,0.0,18.4,0.0,18.4,0.0,0.0,0.0,55.199999999999996,6.8999999999999995,12.5
147,147,2016,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT LICENSING REQUIREMENTS,0.0,0.0,2.04,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,2.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,32.32,0.0,0.0,0.0,96.96000000000001,6.12,6.311881188118812
148,148,2016,Angola,EXPORTS AND EXPORT PROCEEDS,EXPORT TAXES ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
149,149,2016,Angola,EXPORTS AND EXPORT PROCEEDS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
150,150,2016,Angola,EXPORTS AND EXPORT PROCEEDS,OTHER EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.31,12.916666666666668
151,151,2016,Angola,EXPORTS AND EXPORT PROCEEDS,REPATRIATION REQUIREMENTS,0.0,0.0,2.08,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,2.08,0.0,0.0,64.64,0.0,0.0,0.0,64.64,0.0,64.64,0.0,0.0,0.0,193.92000000000002,6.24,3.217821782178218
152,152,2016,Angola,GOLD (COINS AND/OR BULLION),GOLD (COINS AND/OR BULLION),0.0,0.0,0.96,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.96,0.96,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,28.240000000000002,0.0,0.0,32.0,124.24000000000001,5.67,4.563747585318738
153,153,2016,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,DOCUMENTATION REQUIREMENTS,0.0,0.0,1.78,1.78,0.0,0.0,2.42,0.0,0.0,0.0,0.0,1.78,0.0,0.0,10.24,0.0,0.0,0.0,10.24,0.0,17.36,10.24,0.0,0.0,48.080000000000005,7.760000000000001,16.139767054908486
154,154,2016,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,FINANCING REQUIREMENTS,0.0,0.0,0.0,0.0,0.0,0.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.48,0.0,0.0,0.0,56.48,7.09,12.553116147308781
155,155,2016,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,IMPORT LICENSING REQUIREMENTS,0.0,0.0,3.04,0.0,0.0,0.0,0.76,0.0,0.0,3.04,0.0,3.04,0.0,0.0,32.32,0.0,0.0,0.0,32.32,0.0,8.08,0.0,32.32,0.0,105.03999999999999,9.879999999999999,9.405940594059405
156,156,2016,Angola,IMPORTS AND PAYMENT ARRANGEMENTS,OTHER IMPORTS,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.51,0.0,3.7600000000000002,3.7600000000000002,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,23.919999999999998,2.75,11.49665551839465
157,157,2016,Angola,INVISIBLE TRANSACTIONS AND CURRENT TRANSFERS (PAYM,CURRENT TRANSFERS,3.8,0.0,3.8,0.0,0.0,0.0,2.54,0.0,0.0,0.0,3.8,2.54,0.0,20.32,20.32,0.0,0.0,0.0,30.4,0.0,20.32,0.0,0.0,30.4,121.75999999999999,16.48,13.534822601839686
